"countryname","country","election","pec","party1","party2","threshold","incompatibility","polarization","average_magnitude","seatshare1","seatshare2","seatlag1","seatlag2","per_vote1","per_vote2","votelag1","votelag2","in_govt2","in_govt1","enep","twoparty","ident","caseID","iso3","edate","year","electionId","pecId","party1Name","party1Fam","party2Name","party2Fam","sameFamily","party1pos","party2pos","govCoalition","distance","enep2","polarization2"
"Canada",4,530810,0,62620,62420,35,42.7000007629395,2.70000004768372,1,0.189999997615814,0.649999976158142,0.159999996423721,0.740000009536743,31.0100002288818,48.7700004577637,29.6800003051758,49.5400009155273,0,0,2.85500001907349,NA,4530810,3,124,1953-08-10,1953,"124.1953-08-10",6262062420,"PCP Progressive Conservative Party",60,"LP Liberal Party of Canada",40,0,-0.0290645807981491,3.22044396400452,1,3.24950854480267,2.85955297581149,0.15541095861164
"Canada",4,530810,0,62951,62320,35,16.7999992370605,2.70000004768372,1,0.0599999986588955,0.0900000035762787,0.0399999991059303,0.0500000007450581,5.42000007629395,11.2799997329712,3.76999998092651,29.6800003051758,0,0,2.85500001907349,NA,4530810,4,124,1953-08-10,1953,"124.1953-08-10",6295162320,"Socred Social Credit",95,"CCF Cooperative Commonwealth Federation",30,0,0.167207926511765,0.256509929895401,1,0.0893020033836365,2.85955297581149,0.15541095861164
"Canada",4,530810,0,62951,62420,35,59.5,2.70000004768372,1,0.0599999986588955,0.649999976158142,0.0399999991059303,0.740000009536743,5.42000007629395,31.0100002288818,3.76999998092651,49.5400009155273,1,0,2.85500001907349,NA,4530810,5,124,1953-08-10,1953,"124.1953-08-10",6295162420,"Socred Social Credit",95,"LP Liberal Party of Canada",40,0,0.167207926511765,3.22044396400452,0,3.05323603749275,2.85955297581149,0.15541095861164
"Canada",4,530810,0,62951,62620,35,14.1000003814697,2.70000004768372,1,0.0599999986588955,0.189999997615814,0.0399999991059303,0.159999996423721,5.42000007629395,48.7700004577637,3.76999998092651,13.3800001144409,0,0,2.85500001907349,NA,4530810,6,124,1953-08-10,1953,"124.1953-08-10",6295162620,"Socred Social Credit",95,"PCP Progressive Conservative Party",60,0,0.167207926511765,-0.0290645807981491,1,0.196272507309914,2.85955297581149,0.15541095861164
"Canada",4,570610,0,62420,62320,35,47.7999992370605,15.1999998092651,1,0.400000005960464,0.0900000035762787,0.649999976158142,0.0900000035762787,40.9099998474121,10.710000038147,48.7700004577637,11.2799997329712,0,0,2.99000000953674,NA,4570610,1,124,1957-06-10,1957,"124.1957-06-10",6242062320,"LP Liberal Party of Canada",40,"CCF Cooperative Commonwealth Federation",30,0,4.43423700332642,3.54322171211243,1,0.891015291213989,2.98588066401396,0.192575739037507
"Canada",4,570610,0,62620,62320,35,32.5999984741211,15.1999998092651,1,0.419999986886978,0.0900000035762787,0.189999997615814,0.0900000035762787,38.9500007629395,40.9099998474121,31.0100002288818,48.7700004577637,0,1,2.99000000953674,NA,4570610,2,124,1957-06-10,1957,"124.1957-06-10",6262062320,"PCP Progressive Conservative Party",60,"CCF Cooperative Commonwealth Federation",30,0,0.460528671741486,3.54322171211243,0,3.08269304037094,2.98588066401396,0.192575739037507
"Canada",4,570610,0,62620,62420,35,15.1999998092651,15.1999998092651,1,0.419999986886978,0.400000005960464,0.189999997615814,0.649999976158142,38.9500007629395,10.710000038147,31.0100002288818,11.2799997329712,0,1,2.99000000953674,NA,4570610,3,124,1957-06-10,1957,"124.1957-06-10",6262062420,"PCP Progressive Conservative Party",60,"LP Liberal Party of Canada",40,0,0.460528671741486,4.43423700332642,0,3.97370833158493,2.98588066401396,0.192575739037507
"Canada",4,570610,0,62951,62320,35,2.09999990463257,15.1999998092651,1,0.0700000002980232,0.0900000035762787,0.0599999986588955,0.0900000035762787,6.6100001335144,38.9500007629395,5.42000007629395,48.7700004577637,1,0,2.99000000953674,NA,4570610,4,124,1957-06-10,1957,"124.1957-06-10",6295162320,"Socred Social Credit",95,"CCF Cooperative Commonwealth Federation",30,0,-0.0958618074655533,3.54322171211243,0,3.63908351957798,2.98588066401396,0.192575739037507
"Canada",4,570610,0,62951,62420,35,13.1000003814697,15.1999998092651,1,0.0700000002980232,0.400000005960464,0.0599999986588955,0.649999976158142,6.6100001335144,40.9099998474121,5.42000007629395,11.2799997329712,0,0,2.99000000953674,NA,4570610,5,124,1957-06-10,1957,"124.1957-06-10",6295162420,"Socred Social Credit",95,"LP Liberal Party of Canada",40,0,-0.0958618074655533,4.43423700332642,1,4.53009881079197,2.98588066401396,0.192575739037507
"Canada",4,570610,0,62951,62620,35,45.7000007629395,15.1999998092651,1,0.0700000002980232,0.419999986886978,0.0599999986588955,0.189999997615814,6.6100001335144,10.710000038147,5.42000007629395,31.0100002288818,0,0,2.99000000953674,NA,4570610,6,124,1957-06-10,1957,"124.1957-06-10",6295162620,"Socred Social Credit",95,"PCP Progressive Conservative Party",60,0,-0.0958618074655533,0.460528671741486,1,0.556390479207039,2.98588066401396,0.192575739037507
"Canada",4,580331,0,62420,62320,35,37,0.400000005960464,1,0.0299999993294477,0.0299999993294477,0.400000005960464,0.0900000035762787,33.5900001525879,9.5,40.9099998474121,10.710000038147,0,0,2.44000005722046,NA,4580331,1,124,1958-03-31,1958,"124.1958-03-31",6242062320,"LP Liberal Party of Canada",40,"CCF Cooperative Commonwealth Federation",30,0,1.97742128372192,4.02437257766724,1,2.04695129394531,2.43775972628022,0.124250821033521
"Canada",4,580331,0,62620,62320,35,0.399999886751175,0.400000005960464,1,0.180000007152557,0.0299999993294477,0.419999986886978,0.0900000035762787,53.6399993896484,33.5900001525879,38.9500007629395,40.9099998474121,0,1,2.44000005722046,NA,4580331,2,124,1958-03-31,1958,"124.1958-03-31",6262062320,"PCP Progressive Conservative Party",60,"CCF Cooperative Commonwealth Federation",30,0,0.172505274415016,4.02437257766724,0,3.85186730325222,2.43775972628022,0.124250821033521
"Canada",4,580331,0,62620,62420,35,37.4000015258789,0.400000005960464,1,0.0299999993294477,0.180000007152557,0.419999986886978,0.400000005960464,53.6399993896484,9.5,38.9500007629395,10.710000038147,0,1,2.44000005722046,NA,4580331,3,124,1958-03-31,1958,"124.1958-03-31",6262062420,"PCP Progressive Conservative Party",60,"LP Liberal Party of Canada",40,0,0.172505274415016,1.97742128372192,0,1.80491600930691,2.43775972628022,0.124250821033521
"Canada",4,580331,0,62951,62320,35,23.8999996185303,0.400000005960464,1,0.0299999993294477,0.779999971389771,0.0700000002980232,0.0900000035762787,2.57999992370605,33.5900001525879,6.6100001335144,40.9099998474121,0,0,2.44000005722046,NA,4580331,4,124,1958-03-31,1958,"124.1958-03-31",6295162320,"Socred Social Credit",95,"CCF Cooperative Commonwealth Federation",30,0,2.00248217582703,4.02437257766724,1,2.02189040184021,2.43775972628022,0.124250821033521
"Canada",4,580331,0,62951,62420,35,23.5,0.400000005960464,1,0.180000007152557,0.0299999993294477,0.0700000002980232,0.400000005960464,2.57999992370605,9.5,6.6100001335144,10.710000038147,1,0,2.44000005722046,NA,4580331,5,124,1958-03-31,1958,"124.1958-03-31",6295162420,"Socred Social Credit",95,"LP Liberal Party of Canada",40,0,2.00248217582703,1.97742128372192,0,0.0250608921051025,2.43775972628022,0.124250821033521
"Canada",4,580331,0,62951,62620,35,60.9000015258789,0.400000005960464,1,0.779999971389771,0.180000007152557,0.0700000002980232,0.419999986886978,2.57999992370605,53.6399993896484,6.6100001335144,38.9500007629395,0,0,2.44000005722046,NA,4580331,6,124,1958-03-31,1958,"124.1958-03-31",6295162620,"Socred Social Credit",95,"PCP Progressive Conservative Party",60,0,2.00248217582703,0.172505274415016,1,1.82997690141201,2.43775972628022,0.124250821033521
"Canada",4,620618,0,62420,62320,35,35.2000007629395,6.80000019073486,1,0.0700000002980232,0.0700000002980232,0.180000007152557,0.0299999993294477,37.2099990844727,13.4799995422363,33.5900001525879,9.5,0,0,3.23000001907349,NA,4620618,1,124,1962-06-18,1962,"124.1962-06-18",6242062320,"LP Liberal Party of Canada",40,"CCF Cooperative Commonwealth Federation",30,0,1.26765060424805,3.74061465263367,1,2.47296404838562,3.23505606652215,0.539992909371157
"Canada",4,620618,0,62620,62320,35,6.80000019073486,6.80000019073486,1,0.379999995231628,0.379999995231628,0.779999971389771,0.0299999993294477,37.2599983215332,13.4799995422363,53.6399993896484,33.5900001525879,0,1,3.23000001907349,NA,4620618,2,124,1962-06-18,1962,"124.1962-06-18",6262062320,"PCP Progressive Conservative Party",60,"CCF Cooperative Commonwealth Federation",30,0,12.9156589508057,3.74061465263367,0,9.175044298172,3.23505606652215,0.539992909371157
"Canada",4,620618,0,62620,62420,35,28.3999996185303,6.80000019073486,1,0.0700000002980232,0.0700000002980232,0.779999971389771,0.180000007152557,37.2599983215332,37.2099990844727,53.6399993896484,9.5,0,1,3.23000001907349,NA,4620618,3,124,1962-06-18,1962,"124.1962-06-18",6262062420,"PCP Progressive Conservative Party",60,"LP Liberal Party of Canada",40,0,12.9156589508057,1.26765060424805,0,11.6480083465576,3.23505606652215,0.539992909371157
"Canada",4,620618,0,62951,62320,35,1.10000002384186,6.80000019073486,1,0.379999995231628,0.379999995231628,0,0.0299999993294477,11.6599998474121,13.4799995422363,2.57999992370605,53.6399993896484,1,0,3.23000001907349,NA,4620618,4,124,1962-06-18,1962,"124.1962-06-18",6295162320,"Socred Social Credit",95,"CCF Cooperative Commonwealth Federation",30,0,1.54364943504333,3.74061465263367,0,2.19696521759033,3.23505606652215,0.539992909371157
"Canada",4,620618,0,62951,62420,35,36.2999992370605,6.80000019073486,1,0.439999997615814,0.0700000002980232,0,0.180000007152557,11.6599998474121,37.2599983215332,2.57999992370605,33.5900001525879,0,0,3.23000001907349,NA,4620618,5,124,1962-06-18,1962,"124.1962-06-18",6295162420,"Socred Social Credit",95,"LP Liberal Party of Canada",40,0,1.54364943504333,1.26765060424805,1,0.275998830795288,3.23505606652215,0.539992909371157
"Canada",4,620618,0,62951,62620,35,7.90000009536743,6.80000019073486,1,0.0700000002980232,0.439999997615814,0,0.779999971389771,11.6599998474121,37.2099990844727,2.57999992370605,9.5,0,0,3.23000001907349,NA,4620618,6,124,1962-06-18,1962,"124.1962-06-18",6295162620,"Socred Social Credit",95,"PCP Progressive Conservative Party",60,0,1.54364943504333,12.9156589508057,1,11.3720095157623,3.23505606652215,0.539992909371157
"Canada",4,630408,0,62420,62320,35,23.1000003814697,12.1000003814697,1,0.0599999986588955,0.0599999986588955,0.379999995231628,0.0700000002980232,41.7200012207031,13.1499996185303,37.2099990844727,13.4799995422363,0,1,3.20000004768372,NA,4630408,1,124,1963-04-08,1963,"124.1963-04-08",6242062320,"LP Liberal Party of Canada",40,"CCF Cooperative Commonwealth Federation",30,0,1.79843831062317,7.83473539352417,0,6.036297082901,3.19117395523453,0.218858899696372
"Canada",4,630408,0,62620,62320,35,35.2000007629395,12.1000003814697,1,0.490000009536743,0.490000009536743,0.439999997615814,0.0700000002980232,32.8300018310547,41.7200012207031,37.2599983215332,13.4799995422363,1,0,3.20000004768372,NA,4630408,2,124,1963-04-08,1963,"124.1963-04-08",6262062320,"PCP Progressive Conservative Party",60,"CCF Cooperative Commonwealth Federation",30,0,0.950623393058777,7.83473539352417,0,6.88411200046539,3.19117395523453,0.218858899696372
"Canada",4,630408,0,62620,62420,35,12.1000003814697,12.1000003814697,1,0.0599999986588955,0.0599999986588955,0.439999997615814,0.379999995231628,32.8300018310547,13.1499996185303,37.2599983215332,37.2099990844727,0,0,3.20000004768372,NA,4630408,3,124,1963-04-08,1963,"124.1963-04-08",6262062420,"PCP Progressive Conservative Party",60,"LP Liberal Party of Canada",40,0,0.950623393058777,1.79843831062317,1,0.847814917564392,3.19117395523453,0.218858899696372
"Canada",4,630408,0,62951,62320,35,0.899999916553497,12.1000003814697,1,0.360000014305115,0.360000014305115,0.109999999403954,0.0700000002980232,11.9200000762939,41.7200012207031,11.6599998474121,37.2599983215332,0,0,3.20000004768372,NA,4630408,4,124,1963-04-08,1963,"124.1963-04-08",6295162320,"Socred Social Credit",95,"CCF Cooperative Commonwealth Federation",30,0,3.18089962005615,7.83473539352417,1,4.65383577346802,3.19117395523453,0.218858899696372
"Canada",4,630408,0,62951,62420,35,13,12.1000003814697,1,0.0599999986588955,0.0599999986588955,0.109999999403954,0.379999995231628,11.9200000762939,13.1499996185303,11.6599998474121,37.2099990844727,1,0,3.20000004768372,NA,4630408,5,124,1963-04-08,1963,"124.1963-04-08",6295162420,"Socred Social Credit",95,"LP Liberal Party of Canada",40,0,3.18089962005615,1.79843831062317,0,1.38246130943298,3.19117395523453,0.218858899696372
"Canada",4,630408,0,62951,62620,35,22.2000007629395,12.1000003814697,1,0.490000009536743,0.490000009536743,0.109999999403954,0.439999997615814,11.9200000762939,32.8300018310547,11.6599998474121,13.4799995422363,0,0,3.20000004768372,NA,4630408,6,124,1963-04-08,1963,"124.1963-04-08",6295162620,"Socred Social Credit",95,"PCP Progressive Conservative Party",60,0,3.18089962005615,0.950623393058777,1,2.23027622699738,3.19117395523453,0.218858899696372
"Canada",4,651108,0,62420,62320,35,36.2000007629395,12.1000003814697,1,0.0799999982118607,0.0799999982118607,0.490000009536743,0.0599999986588955,40.1800003051758,17.9099998474121,41.7200012207031,13.1499996185303,0,1,3.30999994277954,NA,4651108,1,124,1965-11-08,1965,"124.1965-11-08",6242062320,"LP Liberal Party of Canada",40,"CCF Cooperative Commonwealth Federation",30,0,0.46491864323616,0.568987965583801,0,0.104069322347641,3.33394703630194,0.0496905787842825
"Canada",4,651108,0,62620,62320,35,48.2999992370605,12.1000003814697,1,0.0799999982118607,0.0799999982118607,0.360000014305115,0.0599999986588955,32.4099998474121,17.9099998474121,32.8300018310547,13.1499996185303,1,0,3.30999994277954,NA,4651108,2,124,1965-11-08,1965,"124.1965-11-08",6262062320,"PCP Progressive Conservative Party",60,"CCF Cooperative Commonwealth Federation",30,0,0.166778326034546,0.568987965583801,0,0.402209639549255,3.33394703630194,0.0496905787842825
"Canada",4,651108,0,62620,62420,35,12.1000003814697,12.1000003814697,1,0.490000009536743,0.490000009536743,0.360000014305115,0.490000009536743,32.4099998474121,40.1800003051758,32.8300018310547,41.7200012207031,0,0,3.30999994277954,NA,4651108,3,124,1965-11-08,1965,"124.1965-11-08",6262062420,"PCP Progressive Conservative Party",60,"LP Liberal Party of Canada",40,0,0.166778326034546,0.46491864323616,1,0.298140317201614,3.33394703630194,0.0496905787842825
"Canada",4,651108,0,62951,62320,35,20.6000003814697,12.1000003814697,1,0.0799999982118607,0.370000004768372,0.0900000035762787,0.0599999986588955,3.66000008583069,32.4099998474121,11.9200000762939,13.1499996185303,0,0,3.30999994277954,NA,4651108,4,124,1965-11-08,1965,"124.1965-11-08",6295162320,"Socred Social Credit",95,"CCF Cooperative Commonwealth Federation",30,0,2.89524555206299,0.568987965583801,1,2.32625758647919,3.33394703630194,0.0496905787842825
"Canada",4,651108,0,62951,62420,35,27.7000007629395,12.1000003814697,1,0.370000004768372,0.490000009536743,0.0900000035762787,0.490000009536743,3.66000008583069,17.9099998474121,11.9200000762939,32.8300018310547,1,0,3.30999994277954,NA,4651108,5,124,1965-11-08,1965,"124.1965-11-08",6295162420,"Socred Social Credit",95,"LP Liberal Party of Canada",40,0,2.89524555206299,0.46491864323616,0,2.43032690882683,3.33394703630194,0.0496905787842825
"Canada",4,651108,0,62951,62620,35,15.6000003814697,12.1000003814697,1,0.490000009536743,0.0799999982118607,0.0900000035762787,0.360000014305115,3.66000008583069,40.1800003051758,11.9200000762939,41.7200012207031,0,0,3.30999994277954,NA,4651108,6,124,1965-11-08,1965,"124.1965-11-08",6295162620,"Socred Social Credit",95,"PCP Progressive Conservative Party",60,0,2.89524555206299,0.166778326034546,1,2.72846722602844,3.33394703630194,0.0496905787842825
"Canada",4,680625,0,62420,62320,35,29.6000003814697,6.19999980926514,1,0.0799999982118607,0.0799999982118607,0.490000009536743,0.0799999982118607,45.5,16.9599990844727,40.1800003051758,17.9099998474121,0,1,2.97000002861023,NA,4680625,1,124,1968-06-25,1968,"124.1968-06-25",6242062320,"LP Liberal Party of Canada",40,"CCF Cooperative Commonwealth Federation",30,0,0.504399180412292,4.21843957901001,0,3.71404039859772,2.9881005005244,0.136563827088087
"Canada",4,680625,0,62620,62320,35,35.7999992370605,6.19999980926514,1,0.589999973773956,0.0799999982118607,0.370000004768372,0.0799999982118607,31.4400005340576,45.5,32.4099998474121,40.1800003051758,1,0,2.97000002861023,NA,4680625,2,124,1968-06-25,1968,"124.1968-06-25",6262062320,"PCP Progressive Conservative Party",60,"CCF Cooperative Commonwealth Federation",30,0,0.66382908821106,4.21843957901001,0,3.55461049079895,2.9881005005244,0.136563827088087
"Canada",4,680625,0,62620,62420,35,6.19999980926514,6.19999980926514,1,0.0799999982118607,0.589999973773956,0.370000004768372,0.490000009536743,31.4400005340576,16.9599990844727,32.4099998474121,17.9099998474121,0,0,2.97000002861023,NA,4680625,3,124,1968-06-25,1968,"124.1968-06-25",6262062420,"PCP Progressive Conservative Party",60,"LP Liberal Party of Canada",40,0,0.66382908821106,0.504399180412292,1,0.159429907798767,2.9881005005244,0.136563827088087
"Canada",4,680625,0,62951,62320,35,11.1999998092651,6.19999980926514,1,0.270000010728836,0.589999973773956,0.0199999995529652,0.0799999982118607,0.769999980926514,45.5,3.66000008583069,40.1800003051758,0,0,2.97000002861023,NA,4680625,4,124,1968-06-25,1968,"124.1968-06-25",6295162320,"Socred Social Credit",95,"CCF Cooperative Commonwealth Federation",30,0,0.0933290049433708,4.21843957901001,1,4.12511057406664,2.9881005005244,0.136563827088087
"Canada",4,680625,0,62951,62420,35,17.3999996185303,6.19999980926514,1,0.589999973773956,0.270000010728836,0.0199999995529652,0.490000009536743,0.769999980926514,31.4400005340576,3.66000008583069,32.4099998474121,0,0,2.97000002861023,NA,4680625,5,124,1968-06-25,1968,"124.1968-06-25",6295162420,"Socred Social Credit",95,"LP Liberal Party of Canada",40,0,0.0933290049433708,0.504399180412292,1,0.411070175468922,2.9881005005244,0.136563827088087
"Canada",4,680625,0,62951,62620,35,47,6.19999980926514,1,0.0799999982118607,0.0799999982118607,0.0199999995529652,0.370000004768372,0.769999980926514,16.9599990844727,3.66000008583069,17.9099998474121,1,0,2.97000002861023,NA,4680625,6,124,1968-06-25,1968,"124.1968-06-25",6295162620,"Socred Social Credit",95,"PCP Progressive Conservative Party",60,0,0.0933290049433708,0.66382908821106,0,0.570500083267689,2.9881005005244,0.136563827088087
"Canada",4,721030,0,62420,62320,35,16,2.09999990463257,1,0.119999997317791,0.119999997317791,0.589999973773956,0.0799999982118607,38.4599990844727,17.7299995422363,45.5,16.9599990844727,0,1,3.25,NA,4721030,1,124,1972-10-30,1972,"124.1972-10-30",6242062320,"LP Liberal Party of Canada",40,"CCF Cooperative Commonwealth Federation",30,0,0.523642539978027,3.09526371955872,0,2.57162117958069,3.25023134675443,0.109191228041747
"Canada",4,721030,0,62620,62320,35,2.09999990463257,2.09999990463257,1,0.119999997317791,0.119999997317791,0.270000010728836,0.0799999982118607,35,38.4599990844727,31.4400005340576,16.9599990844727,0,0,3.25,NA,4721030,2,124,1972-10-30,1972,"124.1972-10-30",6262062320,"PCP Progressive Conservative Party",60,"CCF Cooperative Commonwealth Federation",30,0,0.0615520104765892,3.09526371955872,1,3.03371170908213,3.25023134675443,0.109191228041747
"Canada",4,721030,0,62620,62420,35,13.8999996185303,2.09999990463257,1,0.409999996423721,0.409999996423721,0.270000010728836,0.589999973773956,35,17.7299995422363,31.4400005340576,45.5,1,0,3.25,NA,4721030,3,124,1972-10-30,1972,"124.1972-10-30",6262062420,"PCP Progressive Conservative Party",60,"LP Liberal Party of Canada",40,0,0.0615520104765892,0.523642539978027,0,0.462090529501438,3.25023134675443,0.109191228041747
"Canada",4,721030,0,62951,62320,35,21.2999992370605,2.09999990463257,1,0.409999996423721,0.409999996423721,0,0.0799999982118607,7.63000011444092,17.7299995422363,0.769999980926514,16.9599990844727,1,0,3.25,NA,4721030,4,124,1972-10-30,1972,"124.1972-10-30",6295162320,"Socred Social Credit",95,"CCF Cooperative Commonwealth Federation",30,0,0.0933290049433708,3.09526371955872,0,3.00193471461535,3.25023134675443,0.109191228041747
"Canada",4,721030,0,62951,62420,35,23.3999996185303,2.09999990463257,1,0.119999997317791,0.409999996423721,0,0.589999973773956,7.63000011444092,38.4599990844727,0.769999980926514,45.5,0,0,3.25,NA,4721030,5,124,1972-10-30,1972,"124.1972-10-30",6295162420,"Socred Social Credit",95,"LP Liberal Party of Canada",40,0,0.0933290049433708,0.523642539978027,1,0.430313535034657,3.25023134675443,0.109191228041747
"Canada",4,721030,0,62951,62620,35,37.2999992370605,2.09999990463257,1,0.409999996423721,0.119999997317791,0,0.270000010728836,7.63000011444092,35,0.769999980926514,31.4400005340576,0,0,3.25,NA,4721030,6,124,1972-10-30,1972,"124.1972-10-30",6295162620,"Socred Social Credit",95,"PCP Progressive Conservative Party",60,0,0.0933290049433708,0.0615520104765892,1,0.0317769944667816,3.25023134675443,0.109191228041747
"Canada",4,740708,0,62420,62320,35,31.7999992370605,1.20000004768372,1,0.0599999986588955,0.0599999986588955,0.409999996423721,0.119999997317791,43.1599998474121,15.4399995803833,38.4599990844727,17.7299995422363,0,1,2.96000003814697,NA,4740708,1,124,1974-07-08,1974,"124.1974-07-08",6242062320,"LP Liberal Party of Canada",40,"CCF Cooperative Commonwealth Federation",30,0,0.455725640058517,1.60648024082184,0,1.15075460076332,2.95582425852353,0.0478272753389846
"Canada",4,740708,0,62620,62320,35,30.6000003814697,1.20000004768372,1,0.529999971389771,0.529999971389771,0.409999996423721,0.119999997317791,35.439998626709,43.1599998474121,35,17.7299995422363,0,0,2.96000003814697,NA,4740708,2,124,1974-07-08,1974,"124.1974-07-08",6262062320,"PCP Progressive Conservative Party",60,"CCF Cooperative Commonwealth Federation",30,0,0.203413441777229,1.60648024082184,1,1.40306679904461,2.95582425852353,0.0478272753389846
"Canada",4,740708,0,62620,62420,35,1.20000004768372,1.20000004768372,1,0.0599999986588955,0.0599999986588955,0.409999996423721,0.409999996423721,35.439998626709,15.4399995803833,35,38.4599990844727,1,0,2.96000003814697,NA,4740708,3,124,1974-07-08,1974,"124.1974-07-08",6262062420,"PCP Progressive Conservative Party",60,"LP Liberal Party of Canada",40,0,0.203413441777229,0.455725640058517,0,0.252312198281288,2.95582425852353,0.0478272753389846
"Canada",4,740708,0,62951,62320,35,7.5,1.20000004768372,1,0.0599999986588955,0.360000014305115,0.0599999986588955,0.119999997317791,5.05999994277954,43.1599998474121,7.63000011444092,35,1,0,2.96000003814697,NA,4740708,4,124,1974-07-08,1974,"124.1974-07-08",6295162320,"Socred Social Credit",95,"CCF Cooperative Commonwealth Federation",30,0,0.0933290049433708,1.60648024082184,0,1.51315123587847,2.95582425852353,0.0478272753389846
"Canada",4,740708,0,62951,62420,35,39.2999992370605,1.20000004768372,1,0.529999971389771,0.0599999986588955,0.0599999986588955,0.409999996423721,5.05999994277954,35.439998626709,7.63000011444092,38.4599990844727,0,0,2.96000003814697,NA,4740708,5,124,1974-07-08,1974,"124.1974-07-08",6295162420,"Socred Social Credit",95,"LP Liberal Party of Canada",40,0,0.0933290049433708,0.455725640058517,1,0.362396635115147,2.95582425852353,0.0478272753389846
"Canada",4,740708,0,62951,62620,35,8.69999980926514,1.20000004768372,1,0.360000014305115,0.529999971389771,0.0599999986588955,0.409999996423721,5.05999994277954,15.4399995803833,7.63000011444092,17.7299995422363,0,0,2.96000003814697,NA,4740708,6,124,1974-07-08,1974,"124.1974-07-08",6295162620,"Socred Social Credit",95,"PCP Progressive Conservative Party",60,0,0.0933290049433708,0.203413441777229,1,0.110084436833858,2.95582425852353,0.0478272753389846
"Canada",4,790522,0,62420,62320,35,13,22.7999992370605,1,0.109999999403954,0.109999999403954,0.529999971389771,0.0599999986588955,40.1100006103516,17.8799991607666,43.1599998474121,15.4399995803833,0,0,3.08999991416931,NA,4790522,1,124,1979-05-22,1979,"124.1979-05-22",6242062320,"LP Liberal Party of Canada",40,"CCF Cooperative Commonwealth Federation",30,0,0.996597468852997,0.770501852035522,1,0.226095616817474,3.10905408713884,0.0307168580872767
"Canada",4,790522,0,62620,62320,35,35.7999992370605,22.7999992370605,1,0.400000005960464,0.109999999403954,0.360000014305115,0.0599999986588955,35.8899993896484,40.1100006103516,35.439998626709,15.4399995803833,0,1,3.08999991416931,NA,4790522,2,124,1979-05-22,1979,"124.1979-05-22",6262062320,"PCP Progressive Conservative Party",60,"CCF Cooperative Commonwealth Federation",30,0,0.29673045873642,0.770501852035522,0,0.473771393299103,3.10905408713884,0.0307168580872767
"Canada",4,790522,0,62620,62420,35,22.7999992370605,22.7999992370605,1,0.109999999403954,0.400000005960464,0.360000014305115,0.529999971389771,35.8899993896484,17.8799991607666,35.439998626709,43.1599998474121,0,1,3.08999991416931,NA,4790522,3,124,1979-05-22,1979,"124.1979-05-22",6262062420,"PCP Progressive Conservative Party",60,"LP Liberal Party of Canada",40,0,0.29673045873642,0.996597468852997,0,0.699867010116577,3.10905408713884,0.0307168580872767
"Canada",4,800218,0,62420,62320,35,13.6000003814697,16.5,1,0.109999999403954,0.109999999403954,0.400000005960464,0.109999999403954,44.3400001525879,19.7800006866455,40.1100006103516,17.8799991607666,0,1,2.9300000667572,NA,4800218,1,124,1980-02-18,1980,"124.1980-02-18",6242062320,"LP Liberal Party of Canada",40,"CCF Cooperative Commonwealth Federation",30,0,0.438440531492233,0.639974296092987,0,0.201533764600754,2.93255679174747,0.0289703839531116
"Canada",4,800218,0,62620,62320,35,16.5,16.5,1,0.519999980926514,0.109999999403954,0.479999989271164,0.109999999403954,32.4500007629395,19.7800006866455,35.8899993896484,40.1100006103516,1,0,2.9300000667572,NA,4800218,2,124,1980-02-18,1980,"124.1980-02-18",6262062320,"PCP Progressive Conservative Party",60,"CCF Cooperative Commonwealth Federation",30,0,-0.102504774928093,0.639974296092987,0,0.74247907102108,2.93255679174747,0.0289703839531116
"Canada",4,800218,0,62620,62420,35,30.1000003814697,16.5,1,0.109999999403954,0.519999980926514,0.479999989271164,0.400000005960464,32.4500007629395,44.3400001525879,35.8899993896484,17.8799991607666,0,0,2.9300000667572,NA,4800218,3,124,1980-02-18,1980,"124.1980-02-18",6262062420,"PCP Progressive Conservative Party",60,"LP Liberal Party of Canada",40,0,-0.102504774928093,0.438440531492233,1,0.540945306420326,2.93255679174747,0.0289703839531116
"Canada",4,840904,0,62420,62320,35,15.6999998092651,28.5,1,0.109999999403954,0.109999999403954,0.519999980926514,0.109999999403954,28.0300006866455,18.7999992370605,44.3400001525879,19.7800006866455,0,0,2.75,NA,4840904,1,124,1984-09-04,1984,"124.1984-09-04",6242062320,"LP Liberal Party of Canada",40,"CCF Cooperative Commonwealth Federation",30,0,1.88229441642761,7.60631465911865,1,5.72402024269104,2.74597220385243,0.214164084916236
"Canada",4,840904,0,62620,62320,35,44.2000007629395,28.5,1,0.109999999403954,0.140000000596046,0.370000004768372,0.109999999403954,50.0299987792969,18.7999992370605,32.4500007629395,19.7800006866455,0,1,2.75,NA,4840904,2,124,1984-09-04,1984,"124.1984-09-04",6262062320,"PCP Progressive Conservative Party",60,"CCF Cooperative Commonwealth Federation",30,0,2.25146794319153,7.60631465911865,0,5.35484671592712,2.74597220385243,0.214164084916236
"Canada",4,840904,0,62620,62420,35,28.5,28.5,1,0.140000000596046,0.109999999403954,0.370000004768372,0.519999980926514,50.0299987792969,28.0300006866455,32.4500007629395,44.3400001525879,0,1,2.75,NA,4840904,3,124,1984-09-04,1984,"124.1984-09-04",6262062420,"PCP Progressive Conservative Party",60,"LP Liberal Party of Canada",40,0,2.25146794319153,1.88229441642761,0,0.369173526763916,2.74597220385243,0.214164084916236
